 83, 54, 35, 26, 36, 54, 83, 69, 21, 1, 23, 69, 0
 83, 54, 35, 26, 36, 54, 83, 69, 21, 1, 23, 69, 0
 84, 54, 36, 26, 36, 54, 84, 69, 21, 1, 23, 69, 113
 85, 56, 40, 31, 41, 57, 85, 70, 22, 5, 23, 70, 226
 85, 58, 44, 36, 45, 60, 85, 69, 26, 11, 25, 69, 137
 86, 60, 45, 37, 46, 62, 86, 71, 26, 11, 24, 71, 33
 86, 58, 44, 36, 46, 62, 86, 70, 26, 11, 24, 70, 174
 85, 58, 42, 35, 44, 60, 85, 69, 25, 10, 24, 69, 242
 86, 59, 43, 36, 46, 61, 86, 69, 26, 9, 25, 69, 182
 60, 45, 38, 31, 36, 41, 60, 46, 17, 11, 19, 46, 125
 59, 46, 39, 35, 40, 47, 59, 46, 20, 12, 18, 46, 31
 63, 50, 45, 40, 45, 49, 63, 51, 22, 14, 21, 51, 209
 67, 53, 48, 42, 47, 53, 67, 55, 25, 18, 25, 55, 178
 63, 47, 38, 34, 39, 46, 63, 53, 21, 14, 20, 53, 28
 61, 43, 33, 30, 35, 45, 61, 49, 17, 11, 17, 49, 60
 61, 37, 24, 19, 24, 38, 61, 50, 14, 1, 12, 50, 38
