 48, 44, 42, 40, 41, 41, 40, 41, 41, 41, 41, 42, 44, 44, 44, 47, 52, 229
 48, 44, 42, 40, 41, 41, 40, 41, 41, 41, 41, 42, 44, 44, 44, 47, 52, 229
 49, 43, 42, 40, 41, 41, 41, 41, 42, 42, 42, 43, 44, 44, 45, 48, 52, 48
 49, 44, 43, 42, 41, 41, 41, 42, 43, 42, 43, 43, 43, 43, 44, 47, 52, 8
 49, 44, 43, 41, 41, 41, 41, 42, 43, 43, 42, 44, 44, 44, 45, 48, 52, 52
 49, 45, 42, 41, 40, 41, 41, 42, 43, 43, 42, 43, 43, 44, 45, 48, 53, 12
 50, 45, 43, 42, 41, 41, 41, 42, 43, 43, 43, 43, 44, 44, 44, 47, 52, 17
 51, 46, 43, 42, 41, 41, 41, 43, 43, 44, 42, 43, 44, 44, 44, 47, 52, 48
 46, 42, 39, 38, 39, 41, 42, 43, 44, 44, 44, 45, 45, 45, 46, 49, 54, 48
 55, 50, 48, 47, 47, 46, 46, 47, 46, 46, 46, 46, 47, 46, 47, 48, 53, 114
 55, 50, 48, 46, 47, 46, 45, 46, 46, 46, 45, 46, 47, 46, 47, 48, 53, 31
 55, 50, 48, 47, 47, 46, 46, 47, 46, 46, 46, 46, 47, 46, 47, 49, 53, 61
 55, 51, 49, 47, 47, 46, 45, 47, 46, 46, 46, 46, 46, 45, 46, 48, 53, 98
 55, 51, 49, 47, 47, 46, 46, 47, 46, 46, 45, 46, 46, 46, 46, 48, 53, 7
 55, 51, 49, 47, 47, 46, 46, 47, 46, 46, 46, 46, 46, 45, 46, 48, 53, 234
 56, 51, 49, 48, 48, 47, 46, 47, 46, 46, 46, 46, 46, 45, 46, 48, 53, 227
 91, 83, 79, 79, 79, 79, 78, 80, 81, 80, 78, 78, 78, 77, 80, 83, 91, 93
 94, 85, 81, 80, 81, 80, 78, 79, 79, 78, 77, 78, 77, 77, 79, 84, 92, 33
 92, 84, 78, 77, 77, 77, 75, 77, 78, 77, 76, 76, 77, 77, 81, 85, 93, 103
 93, 85, 80, 78, 79, 78, 77, 79, 80, 79, 77, 77, 77, 78, 80, 85, 93, 12
 93, 84, 80, 79, 79, 79, 78, 80, 81, 80, 78, 78, 77, 78, 80, 85, 94, 197
 91, 83, 79, 78, 79, 79, 78, 79, 79, 79, 77, 78, 78, 78, 80, 85, 93, 85
 89, 82, 78, 78, 79, 80, 77, 78, 78, 78, 77, 79, 79, 79, 81, 85, 93, 142
 41, 35, 28, 21, 17, 18, 23, 30, 33, 39, 49, 60, 70, 78, 82, 86, 93, 231
 41, 35, 28, 21, 16, 18, 24, 30, 35, 40, 48, 60, 70, 78, 82, 86, 92, 67
 43, 36, 30, 23, 17, 17, 22, 27, 32, 38, 47, 58, 69, 77, 81, 87, 94, 187
 43, 36, 29, 21, 15, 16, 22, 29, 33, 39, 47, 58, 70, 77, 82, 88, 96, 60
 43, 36, 28, 21, 15, 17, 22, 28, 33, 40, 49, 60, 71, 78, 83, 89, 95, 37
 43, 36, 30, 24, 19, 19, 23, 28, 33, 40, 48, 60, 71, 79, 83, 88, 95, 61
 42, 35, 30, 24, 19, 19, 23, 28, 33, 38, 47, 58, 68, 75, 79, 84, 91, 71
